Index,Ticker,Company Name
Nikkei 225,6988.T,Nitto Denko Corporation
Nikkei 225,4004.T,Resonac Holdings Corporation
Nikkei 225,4063.T,"Shin-Etsu Chemical Co., Ltd."
Nikkei 225,4911.T,"Shiseido Company, Limited"
Nikkei 225,4005.T,"Sumitomo Chemical Company, Limited"
Nikkei 225,4043.T,Tokuyama Corporation
Nikkei 225,4042.T,Tosoh Corporation
Nikkei 225,4208.T,UBE Corporation
Nikkei 225,9433.T,KDDI Corporation
Nikkei 225,9432.T,Nippon Telegraph and Telephone Corporation
Nikkei 225,9613.T,NTT DATA Group Corporation
Nikkei 225,9434.T,SoftBank Corp.
Nikkei 225,9984.T,SoftBank Group Corp.
Nikkei 225,1721.T,COMSYS Holdings Corporation
Nikkei 225,1925.T,"Daiwa House Industry Co., Ltd."
Nikkei 225,1808.T,HASEKO Corporation
Nikkei 225,1963.T,JGC Holdings Corporation
Nikkei 225,1812.T,Kajima Corporation
Nikkei 225,1802.T,Obayashi Corporation
Nikkei 225,1928.T,"Sekisui House, Ltd."
Nikkei 225,1803.T,Shimizu Corporation
Nikkei 225,1801.T,Taisei Corporation
Nikkei 225,6857.T,Advantest Corporation
Nikkei 225,6770.T,"Alps Alpine Co., Ltd."
Nikkei 225,7751.T,Canon Inc.
Nikkei 225,6952.T,"Casio Computer Co.,Ltd."
Nikkei 225,6902.T,DENSO Corporation
Nikkei 225,6954.T,Fanuc Corporation
Nikkei 225,6504.T,"Fuji Electric Co., Ltd."
Nikkei 225,6702.T,Fujitsu Limited
Nikkei 225,6674.T,GS Yuasa Corporation
Nikkei 225,6501.T,"Hitachi, Ltd."
Nikkei 225,6861.T,Keyence Corporation
Nikkei 225,6971.T,Kyocera Corporation
Nikkei 225,6920.T,Lasertec Corporation
Nikkei 225,6479.T,MINEBEA MITSUMI Inc.
Nikkei 225,6503.T,Mitsubishi Electric Corporation
Nikkei 225,6981.T,"Murata Manufacturing Co., Ltd."
Nikkei 225,6701.T,NEC Corporation
Nikkei 225,6594.T,Nidec Corporation
Nikkei 225,6703.T,"Oki Electric Industry Co., Ltd."
Nikkei 225,6645.T,OMRON Corporation
Nikkei 225,6752.T,Panasonic Holdings Corporation
Nikkei 225,6723.T,Renesas Electronics Corporation
Nikkei 225,7752.T,"Ricoh Company, Ltd."
Nikkei 225,7735.T,"SCREEN Holdings Co., Ltd."
Nikkei 225,6724.T,Seiko Epson Corporation
Nikkei 225,6753.T,Sharp Corporation
Nikkei 225,6758.T,Sony Group Corporation
Nikkei 225,6976.T,"Taiyo Yuden Co., Ltd."
Nikkei 225,6762.T,TDK Corporation
Nikkei 225,8035.T,Tokyo Electron Limited
Nikkei 225,6506.T,YASKAWA Electric Corporation
Nikkei 225,6841.T,Yokogawa Electric Corporation
Nikkei 225,9502.T,"Chubu Electric Power Company, Incorporated"
Nikkei 225,9503.T,"The Kansai Electric Power Company, Incorporated"
Nikkei 225,9501.T,"Tokyo Electric Power Company Holdings, Incorporated"
Nikkei 225,1332.T,Nissui Corporation
Nikkei 225,2802.T,"Ajinomoto Co., Inc."
Nikkei 225,2502.T,"Asahi Group Holdings, Ltd."
Nikkei 225,2914.T,Japan Tobacco Inc.
Nikkei 225,2801.T,Kikkoman Corporation
Nikkei 225,2503.T,"Kirin Holdings Company, Limited"
Nikkei 225,2269.T,"Meiji Holdings Co., Ltd."
Nikkei 225,2871.T,Nichirei Corporation
Nikkei 225,2282.T,NH Foods Ltd.
Nikkei 225,2002.T,Nisshin Seifun Group Inc.
Nikkei 225,2501.T,Sapporo Holdings Limited
Nikkei 225,2531.T,Takara Holdings Inc.
Nikkei 225,9532.T,"Osaka Gas Co., Ltd."
Nikkei 225,9531.T,"Tokyo Gas Co.,Ltd."
Nikkei 225,5201.T,AGC Inc.
Nikkei 225,5333.T,"NGK Insulators, Ltd."
Nikkei 225,5214.T,"Nippon Electric Glass Co., Ltd."
Nikkei 225,5202.T,"Nippon Sheet Glass Company, Limited"
Nikkei 225,5232.T,"Sumitomo Osaka Cement Co., Ltd."
Nikkei 225,5233.T,Taiheiyo Cement Corporation
Nikkei 225,5301.T,"Tokai Carbon Co., Ltd."
Nikkei 225,5332.T,Toto Ltd.
Nikkei 225,8750.T,"Dai-ichi Life Holdings, Inc."
Nikkei 225,8725.T,"MS&AD Insurance Group Holdings, Inc."
Nikkei 225,8630.T,"Sompo Holdings, Inc."
Nikkei 225,8795.T,"T&D Holdings, Inc."
Nikkei 225,8766.T,"Tokio Marine Holdings, Inc."
Nikkei 225,9147.T,"Nippon Express Holdings, Inc."
Nikkei 225,9064.T,"Yamato Holdings Co., Ltd."
Nikkei 225,6113.T,"Amada Co., Ltd."
Nikkei 225,6367.T,"Daikin Industries,Ltd."
Nikkei 225,6361.T,Ebara Corporation
Nikkei 225,6305.T,"Hitachi Construction Machinery Co., Ltd."
Nikkei 225,7004.T,Kanadevia Corporation
Nikkei 225,7013.T,IHI Corporation
Nikkei 225,5631.T,"The Japan Steel Works, Ltd."
Nikkei 225,6473.T,JTEKT Corporation
Nikkei 225,6301.T,Komatsu Ltd.
Nikkei 225,6326.T,Kubota Corporation
Nikkei 225,7011.T,"Mitsubishi Heavy Industries, Ltd."
Nikkei 225,6471.T,NSK Ltd.
Nikkei 225,6472.T,NTN Corporation
Nikkei 225,6103.T,Okuma Corporation
Nikkei 225,6302.T,"Sumitomo Heavy Industries, Ltd."
Nikkei 225,6273.T,SMC Corporation
Nikkei 225,9107.T,"Kawasaki Kisen Kaisha, Ltd."
Nikkei 225,9104.T,"Mitsui O.S.K. Lines, Ltd."
Nikkei 225,9101.T,Nippon Yusen Kabushiki Kaisha
Nikkei 225,1605.T,Inpex Corporation
Nikkei 225,5714.T,"Dowa Holdings Co., Ltd."
Nikkei 225,5803.T,Fujikura Ltd.
Nikkei 225,5801.T,"Furukawa Electric Co., Ltd."
Nikkei 225,5711.T,Mitsubishi Materials Corporation
Nikkei 225,5706.T,"Mitsui Mining & Smelting Co., Ltd."
Nikkei 225,3436.T,Sumco Corporation
Nikkei 225,5802.T,"Sumitomo Electric Industries, Ltd."
Nikkei 225,5713.T,"Sumitomo Metal Mining Co., Ltd."
Nikkei 225,8253.T,"Credit Saison Co., Ltd."
Nikkei 225,8697.T,"Japan Exchange Group, Inc."
Nikkei 225,8591.T,ORIX Corporation
Nikkei 225,7832.T,BANDAI NAMCO Holdings Inc.
Nikkei 225,7912.T,"Dai Nippon Printing Co., Ltd."
Nikkei 225,7911.T,TOPPAN Holdings Inc.
Nikkei 225,7951.T,Yamaha Corporation
Nikkei 225,5020.T,"ENEOS Holdings, Inc."
Nikkei 225,5019.T,"Idemitsu Kosan Co.,Ltd."
Nikkei 225,4503.T,Astellas Pharma Inc.
Nikkei 225,4519.T,"Chugai Pharmaceutical Co., Ltd."
Nikkei 225,4568.T,"Daiichi Sankyo Company, Limited"
Nikkei 225,4523.T,"Eisai Co., Ltd."
Nikkei 225,4151.T,"Kyowa Kirin Co., Ltd."
Nikkei 225,4578.T,"Otsuka Holdings Co., Ltd."
Nikkei 225,4506.T,"Sumitomo Pharma Co., Ltd."
Nikkei 225,4507.T,"Shionogi & Co., Ltd."
Nikkei 225,4502.T,Takeda Pharmaceutical Company Limited
Nikkei 225,7762.T,"Citizen Watch Co., Ltd."
Nikkei 225,7741.T,HOYA Corporation
Nikkei 225,4902.T,"Konica Minolta, Inc."
Nikkei 225,7731.T,Nikon Corporation
Nikkei 225,7733.T,Olympus Corporation
Nikkei 225,4543.T,Terumo Corporation
Nikkei 225,3863.T,"Nippon Paper Industries Co., Ltd."
Nikkei 225,3861.T,Oji Holdings Corporation
Nikkei 225,9022.T,Central Japan Railway Company
Nikkei 225,9020.T,East Japan Railway Company
Nikkei 225,9008.T,Keio Corporation
Nikkei 225,9009.T,"Keisei Electric Railway Co., Ltd."
Nikkei 225,9007.T,"Odakyu Electric Railway Co., Ltd."
Nikkei 225,9001.T,"Tobu Railway Co., Ltd."
Nikkei 225,9005.T,Tokyu Corporation
Nikkei 225,9021.T,West Japan Railway Company
Nikkei 225,8802.T,"Mitsubishi Estate Co., Ltd."
Nikkei 225,8801.T,"Mitsui Fudosan Co., Ltd."
Nikkei 225,8830.T,"Sumitomo Realty & Development Co., Ltd."
Nikkei 225,8804.T,"Tokyo Tatemono Co., Ltd."
Nikkei 225,3289.T,Tokyu Fudosan Holdings Corporation
Nikkei 225,8267.T,"Aeon Co., Ltd."
Nikkei 225,9983.T,"Fast Retailing Co., Ltd."
Nikkei 225,3099.T,Isetan Mitsukoshi Holdings Ltd.
Nikkei 225,3086.T,"J. Front Retailing Co., Ltd."
Nikkei 225,8252.T,"Marui Group Co., Ltd."
Nikkei 225,9843.T,"Nitori Holdings Co., Ltd."
Nikkei 225,3382.T,"Seven & i Holdings Co., Ltd."
Nikkei 225,8233.T,"Takashimaya Company, Limited"
Nikkei 225,5108.T,Bridgestone Corporation
Nikkei 225,5101.T,"The Yokohama Rubber Company, Limited"
Nikkei 225,8601.T,Daiwa Securities Group Inc.
Nikkei 225,8604.T,"Nomura Holdings, Inc."
Nikkei 225,4751.T,"CyberAgent, Inc."
Nikkei 225,2432.T,"DeNA Co., Ltd."
Nikkei 225,4324.T,Dentsu Group Inc.
Nikkei 225,6178.T,"Japan Post Holdings Co., Ltd."
Nikkei 225,9766.T,Konami Group Corporation
Nikkei 225,4689.T,LY Corporation
Nikkei 225,4385.T,"Mercari, Inc."
Nikkei 225,2413.T,"M3, Inc."
Nikkei 225,3659.T,"NEXON Co., Ltd."
Nikkei 225,7974.T,"Nintendo Co., Ltd."
Nikkei 225,4661.T,"Oriental Land Co., Ltd."
Nikkei 225,4755.T,"Rakuten Group, Inc."
Nikkei 225,6098.T,"Recruit Holdings Co., Ltd."
Nikkei 225,9735.T,"SECOM CO., LTD."
Nikkei 225,9602.T,"Toho Co., Ltd."
Nikkei 225,4704.T,Trend Micro Incorporated
Nikkei 225,7012.T,"Kawasaki Heavy Industries, Ltd."
Nikkei 225,5411.T,"JFE Holdings, Inc."
Nikkei 225,5406.T,"Kobe Steel, Ltd."
Nikkei 225,5401.T,Nippon Steel Corporation
Nikkei 225,5541.T,"Pacific Metals Co., Ltd."
Nikkei 225,3401.T,Teijin Limited
Nikkei 225,3402.T,"Toray Industries, Inc."
Nikkei 225,8001.T,ITOCHU Corporation
Nikkei 225,8002.T,Marubeni Corporation
Nikkei 225,8058.T,Mitsubishi Corporation
Nikkei 225,8031.T,"Mitsui & Co., Ltd."
Nikkei 225,2768.T,Sojitz Corporation
Nikkei 225,8053.T,Sumitomo Corporation
Nikkei 225,8015.T,Toyota Tsusho Corporation
Nikkei 225,9301.T,Mitsubishi Logistics Corporation
NIFTY 50,ADANIENT.NS,Adani Enterprises Limited
NIFTY 50,ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited
NIFTY 50,APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited
NIFTY 50,ASIANPAINT.NS,Asian Paints Limited
NIFTY 50,AXISBANK.NS,Axis Bank Limited
NIFTY 50,BAJAJ-AUTO.NS,Bajaj Auto Limited
NIFTY 50,BAJFINANCE.NS,Bajaj Finance Limited
NIFTY 50,BAJAJFINSV.NS,Bajaj Finserv Ltd.
NIFTY 50,BEL.NS,Bharat Electronics Limited
NIFTY 50,BPCL.NS,Bharat Petroleum Corporation Limited
NIFTY 50,BHARTIARTL.NS,Bharti Airtel Limited
NIFTY 50,BRITANNIA.NS,Britannia Industries Limited
NIFTY 50,CIPLA.NS,Cipla Limited
NIFTY 50,COALINDIA.NS,Coal India Limited
NIFTY 50,DRREDDY.NS,Dr. Reddy's Laboratories Limited
NIFTY 50,EICHERMOT.NS,Eicher Motors Limited
NIFTY 50,GRASIM.NS,Grasim Industries Limited
NIFTY 50,HCLTECH.NS,HCL Technologies Limited
NIFTY 50,HDFCBANK.NS,HDFC Bank Limited
NIFTY 50,HDFCLIFE.NS,HDFC Life Insurance Company Limited
NIFTY 50,HEROMOTOCO.NS,Hero MotoCorp Limited
NIFTY 50,HINDALCO.NS,Hindalco Industries Limited
NIFTY 50,HINDUNILVR.NS,Hindustan Unilever Limited
NIFTY 50,ICICIBANK.NS,ICICI Bank Limited
NIFTY 50,INDUSINDBK.NS,IndusInd Bank Limited
NIFTY 50,INFY.NS,Infosys Limited
NIFTY 50,ITC.NS,ITC Limited
NIFTY 50,JSWSTEEL.NS,JSW Steel Limited
NIFTY 50,KOTAKBANK.NS,Kotak Mahindra Bank Limited
NIFTY 50,LT.NS,Larsen & Toubro Limited
NIFTY 50,M&M.NS,Mahindra & Mahindra Limited
NIFTY 50,MARUTI.NS,Maruti Suzuki India Limited
NIFTY 50,NESTLEIND.NS,Nestlé India Limited
NIFTY 50,NTPC.NS,NTPC Limited
NIFTY 50,ONGC.NS,Oil and Natural Gas Corporation Limited
NIFTY 50,POWERGRID.NS,Power Grid Corporation of India Limited
NIFTY 50,RELIANCE.NS,Reliance Industries Limited
NIFTY 50,SBILIFE.NS,SBI Life Insurance Company Limited
NIFTY 50,SHRIRAMFIN.NS,Shriram Finance Limited
NIFTY 50,SBIN.NS,State Bank of India
NIFTY 50,SUNPHARMA.NS,Sun Pharmaceutical Industries Limited
NIFTY 50,TCS.NS,Tata Consultancy Services Limited
NIFTY 50,TATACONSUM.NS,Tata Consumer Products Limited
NIFTY 50,TATAMOTORS.NS,Tata Motors Limited
NIFTY 50,TATASTEEL.NS,Tata Steel Limited
NIFTY 50,TECHM.NS,Tech Mahindra Limited
NIFTY 50,TITAN.NS,Titan Company Limited
NIFTY 50,TRENT.NS,Trent Limited
NIFTY 50,ULTRACEMCO.NS,UltraTech Cement Limited
NIFTY 50,WIPRO.NS,Wipro Limited
