Ticker,Company Name,Market Cap,P/E Ratio,Dividend Yield,Sector,Industry,Currency,Market Cap USD,Market
TGT,Target Corporation,64190918656.0,14.855779,0.0287,Consumer Defensive,Discount Stores,USD,64190918656.0,S&P 500
TEL,TE Connectivity plc,44069724160.0,23.298107,0.0175,Technology,Electronic Components,USD,44069724160.0,S&P 500
TDY,Teledyne Technologies Incorporated,23708919808.0,29.578487,,Technology,Scientific & Technical Instruments,USD,23708919808.0,S&P 500
TFX,Teleflex Incorporated,8386803200.0,35.829365,0.0075,Healthcare,Medical Instruments & Supplies,USD,8386803200.0,S&P 500
TER,"Teradyne, Inc.",19877185536.0,38.869427,0.0039,Technology,Semiconductor Equipment & Materials,USD,19877185536.0,S&P 500
TSLA,"Tesla, Inc.",1249034371072.0,192.62376,,Consumer Cyclical,Auto Manufacturers,USD,1249034371072.0,S&P 500
TXN,Texas Instruments Incorporated,164445372416.0,34.734104,0.0271,Technology,Semiconductors,USD,164445372416.0,S&P 500
TPL,Texas Pacific Land Corporation,29223843840.0,65.36434,0.005,Energy,Oil & Gas E&P,USD,29223843840.0,S&P 500
TXT,Textron Inc.,14139724800.0,17.562212,0.001,Industrials,Aerospace & Defense,USD,14139724800.0,S&P 500
TMO,Thermo Fisher Scientific Inc.,217347964928.0,35.58109,0.0027,Healthcare,Diagnostics & Research,USD,217347964928.0,S&P 500
TJX,"The TJX Companies, Inc.",139631919104.0,29.294813,0.0125,Consumer Cyclical,Apparel Retail,USD,139631919104.0,S&P 500
TSCO,Tractor Supply Company,30534586368.0,27.747574,0.0154,Consumer Cyclical,Specialty Retail,USD,30534586368.0,S&P 500
TT,Trane Technologies plc,81908736000.0,33.333332,0.0092,Industrials,Building Products & Equipment,USD,81908736000.0,S&P 500
TDG,TransDigm Group Incorporated,75033075712.0,52.362926,,Industrials,Aerospace & Defense,USD,75033075712.0,S&P 500
TRV,"The Travelers Companies, Inc.",56541233152.0,11.627214,0.0176,Financial Services,Insurance - Property & Casualty,USD,56541233152.0,S&P 500
TRMB,Trimble Inc.,18377867264.0,12.503344,,Technology,Scientific & Technical Instruments,USD,18377867264.0,S&P 500
TFC,Truist Financial Corporation,62428188672.0,,0.0462,Financial Services,Banks - Regional,USD,62428188672.0,S&P 500
TYL,"Tyler Technologies, Inc.",25996296192.0,111.04388,,Technology,Software - Application,USD,25996296192.0,S&P 500
TSN,"Tyson Foods, Inc.",20159391744.0,25.155556,0.0353,Consumer Defensive,Farm Products,USD,20159391744.0,S&P 500
USB,U.S. Bancorp,74349600768.0,12.575198,0.039300002,Financial Services,Banks - Regional,USD,74349600768.0,S&P 500
UBER,"Uber Technologies, Inc.",140556140544.0,32.881775,,Technology,Software - Application,USD,140556140544.0,S&P 500
UDR,"UDR, Inc.",15323171840.0,107.34211,0.0417,Real Estate,REIT - Residential,USD,15323171840.0,S&P 500
ULTA,"Ulta Beauty, Inc.",19043330048.0,16.446136,,Consumer Cyclical,Specialty Retail,USD,19043330048.0,S&P 500
UNP,Union Pacific Corporation,151291445248.0,22.522564,0.0227,Industrials,Railroads,USD,151291445248.0,S&P 500
UAL,"United Airlines Holdings, Inc.",35604115456.0,11.456085,,Industrials,Airlines,USD,35604115456.0,S&P 500
UPS,"United Parcel Service, Inc.",114163834880.0,20.20846,0.048699997,Industrials,Integrated Freight & Logistics,USD,114163834880.0,S&P 500
URI,"United Rentals, Inc.",49767374848.0,19.606773,0.0086,Industrials,Rental & Leasing Services,USD,49767374848.0,S&P 500
UNH,UnitedHealth Group Incorporated,495204827136.0,34.71613,0.0155,Healthcare,Healthcare Plans,USD,495204827136.0,S&P 500
UHS,"Universal Health Services, Inc.",12347440128.0,12.470352,0.0043,Healthcare,Medical Care Facilities,USD,12347440128.0,S&P 500
VLO,Valero Energy Corporation,44157272064.0,12.26737,0.0324,Energy,Oil & Gas Refining & Marketing,USD,44157272064.0,S&P 500
VTR,"Ventas, Inc.",25002856448.0,,0.030199999,Real Estate,REIT - Healthcare Facilities,USD,25002856448.0,S&P 500
VLTO,Veralto Corporation,25435627520.0,31.743826,0.0043,Industrials,Pollution & Treatment Controls,USD,25435627520.0,S&P 500
VRSN,"VeriSign, Inc.",20544258048.0,24.945158,,Technology,Software - Infrastructure,USD,20544258048.0,S&P 500
VRSK,"Verisk Analytics, Inc.",39904817152.0,43.67697,0.0055,Industrials,Consulting Services,USD,39904817152.0,S&P 500
VZ,Verizon Communications Inc.,169563881472.0,9.729468,0.0692,Communication Services,Telecom Services,USD,169563881472.0,S&P 500
VRTX,Vertex Pharmaceuticals Incorporated,113704198144.0,,,Healthcare,Biotechnology,USD,113704198144.0,S&P 500
VTRS,Viatris Inc.,13523375104.0,,0.0424,Healthcare,Drug Manufacturers - Specialty & Generic,USD,13523375104.0,S&P 500
VICI,VICI Properties Inc.,31245596672.0,10.9777775,0.0584,Real Estate,REIT - Diversified,USD,31245596672.0,S&P 500
V,Visa Inc.,650421534720.0,34.4846,0.0069999998,Financial Services,Credit Services,USD,650421534720.0,S&P 500
VST,Vistra Corp.,52806475776.0,29.229757,0.0057,Utilities,Utilities - Independent Power Producers,USD,52806475776.0,S&P 500
VMC,Vulcan Materials Company,35947003904.0,42.53125,0.0068,Basic Materials,Building Materials,USD,35947003904.0,S&P 500
WRB,W. R. Berkley Corporation,22230063104.0,13.456421,0.0056,Financial Services,Insurance - Property & Casualty,USD,22230063104.0,S&P 500
GWW,"W.W. Grainger, Inc.",54252511232.0,30.214539,0.0074,Industrials,Industrial Distribution,USD,54252511232.0,S&P 500
WAB,Westinghouse Air Brake Technologies Corporation,35548569600.0,34.468334,0.0039,Industrials,Railroads,USD,35548569600.0,S&P 500
WBA,"Walgreens Boots Alliance, Inc.",9721721856.0,,0.108500004,Healthcare,Pharmaceutical Retailers,USD,9721721856.0,S&P 500
WMT,Walmart Inc.,783255535616.0,40.289253,0.0099,Consumer Defensive,Discount Stores,USD,783255535616.0,S&P 500
DIS,The Walt Disney Company,204699598848.0,41.61397,0.0082,Communication Services,Entertainment,USD,204699598848.0,S&P 500
WBD,"Warner Bros. Discovery, Inc.",25586563072.0,,,Communication Services,Entertainment,USD,25586563072.0,S&P 500
WM,"Waste Management, Inc.",84106248192.0,31.943598,0.0143,Industrials,Waste Management,USD,84106248192.0,S&P 500
WAT,Waters Corporation,23998078976.0,38.602676,,Healthcare,Diagnostics & Research,USD,23998078976.0,S&P 500
WEC,"WEC Energy Group, Inc.",31012179968.0,23.968214,0.0364,Utilities,Utilities - Regulated Electric,USD,31012179968.0,S&P 500
WFC,Wells Fargo & Company,257754234880.0,14.594042,0.0225,Financial Services,Banks - Diversified,USD,257754234880.0,S&P 500
WELL,Welltower Inc.,84019552256.0,85.942665,0.0199,Real Estate,REIT - Healthcare Facilities,USD,84019552256.0,S&P 500
WST,"West Pharmaceutical Services, Inc.",24592474112.0,50.531254,0.0025,Healthcare,Medical Instruments & Supplies,USD,24592474112.0,S&P 500
WDC,Western Digital Corporation,21710462976.0,18.15029,,Technology,Computer Hardware,USD,21710462976.0,S&P 500
WY,Weyerhaeuser Company,22189815808.0,41.835617,0.026199998,Real Estate,REIT - Specialty,USD,22189815808.0,S&P 500
WMB,"The Williams Companies, Inc.",67447828480.0,23.444918,0.0361,Energy,Oil & Gas Midstream,USD,67447828480.0,S&P 500
WTW,Willis Towers Watson Public Limited Company,32689293312.0,,0.0108,Financial Services,Insurance Brokers,USD,32689293312.0,S&P 500
WDAY,"Workday, Inc.",70596395008.0,43.651314,,Technology,Software - Application,USD,70596395008.0,S&P 500
WYNN,"Wynn Resorts, Limited",9236539392.0,10.0972395,0.0119,Consumer Cyclical,Resorts & Casinos,USD,9236539392.0,S&P 500
XEL,Xcel Energy Inc.,37940166656.0,19.605341,0.033099998,Utilities,Utilities - Regulated Electric,USD,37940166656.0,S&P 500
XYL,Xylem Inc.,29457080320.0,34.841953,0.0119,Industrials,Specialty Industrial Machinery,USD,29457080320.0,S&P 500
YUM,"Yum! Brands, Inc.",36047728640.0,24.143925,0.0207,Consumer Cyclical,Restaurants,USD,36047728640.0,S&P 500
ZBRA,Zebra Technologies Corporation,20610852864.0,54.365986,,Technology,Communication Equipment,USD,20610852864.0,S&P 500
ZBH,"Zimmer Biomet Holdings, Inc.",22107168768.0,21.192749,0.0086,Healthcare,Medical Devices,USD,22107168768.0,S&P 500
ZTS,Zoetis Inc.,76797304832.0,31.93621,0.0117,Healthcare,Drug Manufacturers - Specialty & Generic,USD,76797304832.0,S&P 500
0005.HK,HSBC HOLDINGS,1426435866624.0,8.4069395,0.0596,Financial Services,Banks - Diversified,HKD,183068850153.238,Hang Seng
0011.HK,HANG SENG BANK,183427203072.0,10.803768,0.049200002,Financial Services,Banks - Regional,HKD,23541056376.190353,Hang Seng
0388.HK,HKEX,381882007552.0,32.264957,0.028800001,Financial Services,Financial Data & Stock Exchanges,HKD,49010755865.39696,Hang Seng
0939.HK,CCB,1609712664576.0,4.5214286,0.1028,Financial Services,Banks - Diversified,HKD,206590603528.838,Hang Seng
1299.HK,AIA,580230840320.0,16.145834,0.0163,Financial Services,Insurance - Life,HKD,74466854939.80852,Hang Seng
1398.HK,ICBC,2434299330560.0,5.0380955,0.0928,Financial Services,Banks - Diversified,HKD,312418097302.2921,Hang Seng
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",911248719872.0,6.2643676,0.061,Financial Services,Insurance - Life,HKD,116949706084.85844,Hang Seng
2388.HK,BOC Hong Kong (Holdings) Limited,266963206144.0,7.470414,0.0674,Financial Services,Banks - Regional,HKD,34262071170.204575,Hang Seng
2628.HK,China Life Insurance Company Limited,1012636712960.0,4.3183184,0.0478,Financial Services,Insurance - Life,HKD,129961846166.48271,Hang Seng
3968.HK,"China Merchants Bank Co., Ltd.",1093418024960.0,7.0847178,0.0542,Financial Services,Banks - Regional,HKD,140329323771.144,Hang Seng
3988.HK,Bank of China Limited,1570043068416.0,5.025,0.09689999,Financial Services,Banks - Diversified,HKD,201499405582.2788,Hang Seng
0002.HK,CLP HOLDINGS,163587637248.0,21.655518,0.039,Utilities,Utilities - Regulated Electric,HKD,20994845510.40838,Hang Seng
0003.HK,HK & CHINA GAS,111399591936.0,20.586206,0.0586,Utilities,Utilities - Regulated Gas,HKD,14297029176.31356,Hang Seng
0006.HK,POWER ASSETS,107301388288.0,17.728872,0.0558,Utilities,Utilities - Independent Power Producers,HKD,13771065516.05534,Hang Seng
0836.HK,CHINA RES POWER,89459597312.0,6.0845075,0.052800003,Utilities,Utilities - Independent Power Producers,HKD,11481249173.74676,Hang Seng
1038.HK,CKI HOLDINGS,133539332096.0,15.634218,0.0484,Utilities,Utilities - Regulated Electric,HKD,17138444530.917118,Hang Seng
2688.HK,ENN Energy Holdings Limited,58892259328.0,9.075993,0.056399997,Utilities,Utilities - Regulated Gas,HKD,7558235494.750892,Hang Seng
0012.HK,HENDERSON LAND,104574025728.0,16.119402,0.083100006,Real Estate,Real Estate - Diversified,HKD,13421035669.29336,Hang Seng
0016.HK,SHK PPT,202280402944.0,10.624049,0.0537,Real Estate,Real Estate - Development,HKD,25960676986.57563,Hang Seng
0017.HK,NEW WORLD DEV,10494222336.0,,0.095699996,Real Estate,Real Estate - Diversified,HKD,1346829017.1718986,Hang Seng
0101.HK,HANG LUNG PPT,29419632640.0,13.369565,0.1178,Real Estate,Real Estate Services,HKD,3775717117.9958415,Hang Seng
0688.HK,CHINA OVERSEAS,135278960640.0,5.6181817,0.0608,Real Estate,Real Estate - Development,HKD,17361708544.880516,Hang Seng
0823.HK,LINK REIT,82895036416.0,,0.084,Real Estate,REIT - Retail,HKD,10638753101.465643,Hang Seng
0960.HK,LONGFOR GROUP,65808629760.0,5.5480223,0.050100002,Real Estate,Real Estate - Development,HKD,8445882820.400934,Hang Seng
1109.HK,CHINA RES LAND,167933624320.0,5.607143,0.0673,Real Estate,Real Estate - Development,HKD,21552609707.641365,Hang Seng
1113.HK,CK ASSET,113567866880.0,7.341629,0.062,Real Estate,Real Estate - Development,HKD,14575305690.597807,Hang Seng
1209.HK,CHINA RES MIXC,67105501184.0,18.148148,0.028399998,Real Estate,Real Estate Services,HKD,8612323363.536024,Hang Seng
1997.HK,Wharf Real Estate Investment Company Limited,58720686080.0,30.698414,0.066,Real Estate,Real Estate Services,HKD,7536215775.558921,Hang Seng
6098.HK,Country Garden Services Holdings Company Limited,16915832832.0,,0.0047,Real Estate,Real Estate Services,HKD,2170978827.9986653,Hang Seng
0001.HK,CK Hutchison Holdings Limited,150137569280.0,6.6780243,0.0627,Industrials,Conglomerates,HKD,19268663117.63649,Hang Seng
0027.HK,GALAXY ENT,145465098240.0,17.5,0.0301,Consumer Cyclical,Resorts & Casinos,HKD,18668997951.692806,Hang Seng
0066.HK,MTR CORPORATION,151238590464.0,15.709678,0.0538,Industrials,Railroads,HKD,19409968231.217434,Hang Seng
0175.HK,GEELY AUTO,144076783616.0,9.470199,0.015800001,Consumer Cyclical,Auto Manufacturers,HKD,18490821583.716213,Hang Seng
0241.HK,ALI HEALTH,58091393024.0,45.125,,Healthcare,Pharmaceutical Retailers,HKD,7455452273.415642,Hang Seng
0267.HK,CITIC,254831034368.0,4.036866,0.0657,Industrials,Conglomerates,HKD,32705027640.339844,Hang Seng
0288.HK,WH GROUP,77879312384.0,8.315068,0.0574,Consumer Defensive,Packaged Foods,HKD,9995034829.436073,Hang Seng
0291.HK,CHINA RES BEER,76071804928.0,13.5549135,0.0347,Consumer Defensive,Beverages - Brewers,HKD,9763059232.526503,Hang Seng
0316.HK,OOIL,68744830976.0,8.255353,0.057800002,Industrials,Marine Shipping,HKD,8822715030.673271,Hang Seng
0322.HK,TINGYI,66823503872.0,18.53125,0.0252,Consumer Defensive,Packaged Foods,HKD,8576131814.471623,Hang Seng
0386.HK,SINOPEC CORP,740936515584.0,8.23077,0.0889,Energy,Oil & Gas Integrated,HKD,95091829305.68033,Hang Seng
0669.HK,TECHTRONIC IND,191658573824.0,23.50562,0.020599999,Industrials,Tools & Accessories,HKD,24597470908.390873,Hang Seng
0700.HK,TENCENT,3649299021824.0,23.4209,0.0084,Communication Services,Internet Content & Information,HKD,468351218181.1648,Hang Seng
0762.HK,CHINA UNICOM,216939823104.0,9.985916,0.0587,Communication Services,Telecom Services,HKD,27842067699.889626,Hang Seng
0857.HK,PETROCHINA,1575250165760.0,6.305263,0.0802,Energy,Oil & Gas Integrated,HKD,202167684714.70007,Hang Seng
0868.HK,XINYI GLASS,31328196608.0,5.0633802,0.0862,Basic Materials,Building Materials,HKD,4020662312.6876974,Hang Seng
0881.HK,ZHONGSHENG HLDG,29066637312.0,7.627329,0.0647,Consumer Cyclical,Auto & Truck Dealerships,HKD,3730413680.022588,Hang Seng
0883.HK,CNOOC,909387038720.0,5.7267084,0.08,Energy,Oil & Gas E&P,HKD,116710777833.1066,Hang Seng
0941.HK,CHINA MOBILE,1667549888512.0,11.051095,0.0686,Communication Services,Telecom Services,HKD,214013435728.84314,Hang Seng
0968.HK,XINYI SOLAR,28960256000.0,6.0188684,0.0627,Technology,Solar,HKD,3716760697.1431503,Hang Seng
0981.HK,SMIC,428153602048.0,80.85107,,Technology,Semiconductors,HKD,54949254607.15111,Hang Seng
0992.HK,LENOVO GROUP,115239665664.0,12.7260275,0.042,Technology,Computer Hardware,HKD,14789864429.785158,Hang Seng
1044.HK,HENGAN INT'L,24753154048.0,7.6344085,0.0722,Consumer Defensive,Household & Personal Products,HKD,3176821023.126877,Hang Seng
1088.HK,CHINA SHENHUA,814457356288.0,10.080386,0.0795,Energy,Thermal Coal,HKD,104527497662.671,Hang Seng
1093.HK,CSPC PHARMA,51038900224.0,9.489362,0.0617,Healthcare,Drug Manufacturers - General,HKD,6550334996.278138,Hang Seng
1099.HK,SINOPHARM,64129560576.0,6.8959727,0.0465,Healthcare,Medical Distribution,HKD,8230390997.715547,Hang Seng
1177.HK,SINO BIOPHARM,51278876672.0,21.692308,0.021300001,Healthcare,Biotechnology,HKD,6581133585.564311,Hang Seng
1211.HK,BYD COMPANY,834219737088.0,21.80511,0.0125,Consumer Cyclical,Auto Manufacturers,HKD,107063802598.62932,Hang Seng
1378.HK,CHINAHONGQIAO,122845831168.0,6.362745,0.090900004,Basic Materials,Aluminum,HKD,15766040089.324675,Hang Seng
1810.HK,XIAOMI-W,959667765248.0,35.13761,,Technology,Consumer Electronics,HKD,123163808779.48611,Hang Seng
1876.HK,BUD APAC,93633380352.0,14.791667,0.057800002,Consumer Defensive,Beverages - Brewers,HKD,12016912696.937805,Hang Seng
1928.HK,SANDS CHINA LTD,150536880128.0,18.235294,,Consumer Cyclical,Resorts & Casinos,HKD,19319910691.75287,Hang Seng
1929.HK,CHOW TAI FOOK,70011043840.0,15.577779,0.0729,Consumer Cyclical,Luxury Goods,HKD,8985220852.69129,Hang Seng
2015.HK,Li Auto Inc.,195013640192.0,17.775629,,Consumer Cyclical,Auto Manufacturers,HKD,25028060293.128674,Hang Seng
2020.HK,ANTA Sports Products Limited,230255067136.0,16.744423,0.028299998,Consumer Cyclical,Leisure,HKD,29550946782.00159,Hang Seng
2269.HK,WuXi Biologics (Cayman) Inc.,75461582848.0,28.78125,,Healthcare,Biotechnology,HKD,9684743300.39272,Hang Seng
2313.HK,Shenzhou International Group Holdings Limited,88163852288.0,15.273438,0.0427,Consumer Cyclical,Textile Manufacturing,HKD,11314953192.843758,Hang Seng
2319.HK,China Mengniu Dairy Company Limited,60594757632.0,13.344828,0.0346,Consumer Defensive,Packaged Foods,HKD,7776734211.863754,Hang Seng
2331.HK,Li Ning Company Limited,41255026688.0,12.614174,0.0385,Consumer Cyclical,Leisure,HKD,5294672179.470725,Hang Seng
2359.HK,"WuXi AppTec Co., Ltd.",170900307968.0,18.711864,0.0198,Healthcare,Diagnostics & Research,HKD,21933354034.754486,Hang Seng
2382.HK,Sunny Optical Technology (Group) Company Limited,75346001920.0,40.319767,0.0032,Technology,Electronic Components,HKD,9669909638.33774,Hang Seng
2899.HK,Zijin Mining Group Company Limited,444398862336.0,12.338984,0.0225,Basic Materials,Gold,HKD,57034172121.46102,Hang Seng
3690.HK,Meituan,896024576000.0,39.625668,,Consumer Cyclical,Internet Retail,HKD,114995838702.22542,Hang Seng
3692.HK,Hansoh Pharmaceutical Group Company Limited,106105815040.0,21.804876,0.019199999,Healthcare,Drug Manufacturers - Specialty & Generic,HKD,13617625585.872326,Hang Seng
6618.HK,JD Health International Inc.,102514163712.0,35.61111,,Healthcare,Pharmaceutical Retailers,HKD,13156672875.587154,Hang Seng
6690.HK,"Haier Smart Home Co., Ltd.",254026006528.0,11.953488,0.0344,Consumer Cyclical,"Furnishings, Fixtures & Appliances",HKD,32601710327.267124,Hang Seng
6862.HK,Haidilao International Holding Ltd.,78517501952.0,17.058823,0.083900005,Consumer Cyclical,Restaurants,HKD,10076940110.372442,Hang Seng
9618.HK,"JD.com, Inc.",505558466560.0,12.966941,0.022,Consumer Cyclical,Internet Retail,HKD,64883398773.06912,Hang Seng
9633.HK,"Nongfu Spring Co., Ltd.",411059552256.0,30.714283,0.0226,Consumer Defensive,Beverages - Non-Alcoholic,HKD,52755403405.63156,Hang Seng
9888.HK,"Baidu, Inc.",246298329088.0,11.897019,,Communication Services,Internet Content & Information,HKD,31609939819.81057,Hang Seng
9961.HK,Trip.com Group Limited,356807737344.0,24.585014,,Consumer Cyclical,Travel Services,HKD,45792722778.3054,Hang Seng
9988.HK,Alibaba Group Holding Limited,1678371192832.0,18.668077,0.0111,Consumer Cyclical,Internet Retail,HKD,215402242464.12894,Hang Seng
9999.HK,"NetEase, Inc.",518817644544.0,17.634172,0.0227,Communication Services,Electronic Gaming & Multimedia,HKD,66585082335.7889,Hang Seng
9202.T,ANA Holdings Inc.,1367029841920.0,10.587529,0.0174,Industrials,Airlines,JPY,8810452706.36762,Nikkei 225
9201.T,"Japan Airlines Co., Ltd.",1121296580608.0,13.404833,0.031600002,Industrials,Airlines,JPY,7226711656.40629,Nikkei 225
7205.T,"Hino Motors, Ltd.",333577519104.0,,,Industrials,Farm & Heavy Construction Machinery,JPY,2149893781.283836,Nikkei 225
7267.T,"Honda Motor Co., Ltd.",6852113334272.0,7.2217875,0.045900002,Consumer Cyclical,Auto Manufacturers,JPY,44161596637.48389,Nikkei 225
7202.T,Isuzu Motors Limited,1495679238144.0,9.964088,0.0444,Consumer Cyclical,Auto Manufacturers,JPY,9639592924.36195,Nikkei 225
7261.T,Mazda Motor Corporation,668172025856.0,4.9551234,0.057600003,Consumer Cyclical,Auto Manufacturers,JPY,4306342007.321475,Nikkei 225
7211.T,Mitsubishi Motors Corporation,612475863040.0,5.44039,0.033,Consumer Cyclical,Auto Manufacturers,JPY,3947382463.5215263,Nikkei 225
7201.T,"Nissan Motor Co., Ltd.",1542518341632.0,10.531836,0.0481,Consumer Cyclical,Auto Manufacturers,JPY,9941469074.709976,Nikkei 225
7270.T,Subaru Corporation,2010711851008.0,5.1935425,0.0352,Consumer Cyclical,Auto Manufacturers,JPY,12958957534.209848,Nikkei 225
7269.T,Suzuki Motor Corporation,3611612151808.0,10.811436,0.021300001,Consumer Cyclical,Auto Manufacturers,JPY,23276696002.887344,Nikkei 225
7203.T,Toyota Motor Corporation,38619809054720.0,9.310769,0.0341,Consumer Cyclical,Auto Manufacturers,JPY,248903126158.28824,Nikkei 225
7272.T,"Yamaha Motor Co., Ltd.",1273765953536.0,8.474796,0.0381,Consumer Cyclical,Auto Manufacturers,JPY,8209370672.441351,Nikkei 225
8304.T,"Aozora Bank, Ltd.",332114395136.0,,0.0279,Financial Services,Banks - Regional,JPY,2140464005.7746842,Nikkei 225
8331.T,"The Chiba Bank, Ltd.",937091727360.0,14.441282,0.0277,Financial Services,Banks - Regional,JPY,6039518737.819026,Nikkei 225
7186.T,"Concordia Financial Group, Ltd.",1028824956928.0,14.313165,0.0306,Financial Services,Banks - Regional,JPY,6630735736.839392,Nikkei 225
8354.T,"Fukuoka Financial Group, Inc.",796551938048.0,11.369279,0.0326,Financial Services,Banks - Regional,JPY,5133745411.497808,Nikkei 225
8306.T,"Mitsubishi UFJ Financial Group, Inc.",22789182455808.0,12.674193,0.0278,Financial Services,Banks - Diversified,JPY,146875370300.3867,Nikkei 225
8411.T,"Mizuho Financial Group, Inc.",10804817559552.0,13.104734,0.0345,Financial Services,Banks - Regional,JPY,69636617424.2846,Nikkei 225
8308.T,"Resona Holdings, Inc.",2649404735488.0,14.070504,0.0202,Financial Services,Banks - Regional,JPY,17075307653.31271,Nikkei 225
5831.T,"Shizuoka Financial Group,Inc.",755108478976.0,11.309621,0.036199998,Financial Services,Banks - Regional,JPY,4866643973.807682,Nikkei 225
8316.T,"Sumitomo Mitsui Financial Group, Inc.",15099749203968.0,11.651069,0.0304,Financial Services,Banks - Diversified,JPY,97317280252.4362,Nikkei 225
8309.T,"Sumitomo Mitsui Trust Group, Inc.",2750577377280.0,16.585909,0.035099998,Financial Services,Banks - Regional,JPY,17727361286.929623,Nikkei 225
3407.T,Asahi Kasei Corporation,1439130583040.0,20.036,0.0342,Basic Materials,Chemicals,JPY,9275139101.830368,Nikkei 225
4061.T,Denka Company Limited,192259555328.0,21.928446,0.044699997,Basic Materials,Chemicals,JPY,1239105151.6370199,Nikkei 225
4631.T,DIC Corporation,319556124672.0,,0.0306,Basic Materials,Specialty Chemicals,JPY,2059526454.4470224,Nikkei 225
4901.T,FUJIFILM Holdings Corporation,4138453696512.0,53.091194,0.0173,Industrials,Conglomerates,JPY,26672168706.57386,Nikkei 225
4452.T,Kao Corporation,2873775095808.0,34.88582,0.0247,Consumer Defensive,Household & Personal Products,JPY,18521365660.01547,Nikkei 225
3405.T,"Kuraray Co., Ltd.",741657739264.0,14.450685,0.0269,Basic Materials,Chemicals,JPY,4779954493.838618,Nikkei 225
4188.T,Mitsubishi Chemical Group Corporation,1119868813312.0,12.239851,0.040900003,Basic Materials,Specialty Chemicals,JPY,7217509753.23537,Nikkei 225
4183.T,"Mitsui Chemicals, Inc.",641271660544.0,12.635192,0.0436,Basic Materials,Specialty Chemicals,JPY,4132970227.790668,Nikkei 225
4021.T,Nissan Chemical Corporation,643305897984.0,16.690294,0.0347,Basic Materials,Chemicals,JPY,4146080806.8058777,Nikkei 225
6988.T,Nitto Denko Corporation,1934655094784.0,17.855291,0.0199,Basic Materials,Specialty Chemicals,JPY,12468774779.479248,Nikkei 225
4004.T,Resonac Holdings Corporation,679386873856.0,17.776096,0.034,Basic Materials,Chemicals,JPY,4378621254.550142,Nikkei 225
4063.T,"Shin-Etsu Chemical Co., Ltd.",9700529668096.0,17.8617,0.0217,Basic Materials,Chemicals,JPY,62519526089.81696,Nikkei 225
4911.T,"Shiseido Company, Limited",1055275614208.0,525.2485,0.0227,Consumer Defensive,Household & Personal Products,JPY,6801209166.07373,Nikkei 225
4005.T,"Sumitomo Chemical Company, Limited",548134158336.0,,0.0358,Basic Materials,Chemicals,JPY,3532702747.7184844,Nikkei 225
4043.T,Tokuyama Corporation,188100722688.0,8.118809,0.0382,Basic Materials,Specialty Chemicals,JPY,1212301641.453983,Nikkei 225
4042.T,Tosoh Corporation,661228879872.0,11.907766,0.0482,Basic Materials,Chemicals,JPY,4261593708.894045,Nikkei 225
4208.T,UBE Corporation,222696800256.0,10.988405,0.047199998,Basic Materials,Specialty Chemicals,JPY,1435271978.9636505,Nikkei 225
9433.T,KDDI Corporation,10346322460672.0,17.185318,0.029000001,Communication Services,Telecom Services,JPY,66681634832.89508,Nikkei 225
9432.T,Nippon Telegraph and Telephone Corporation,12727831494656.0,11.078148,0.0339,Communication Services,Telecom Services,JPY,82030365394.79248,Nikkei 225
9613.T,NTT DATA Group Corporation,4157897965568.0,29.99393,0.0084,Technology,Information Technology Services,JPY,26797486243.67105,Nikkei 225
9434.T,SoftBank Corp.,9508142186496.0,19.041746,0.043,Communication Services,Telecom Services,JPY,61279596458.46868,Nikkei 225
9984.T,SoftBank Group Corp.,13400975343616.0,6.2856565,0.0047,Communication Services,Telecom Services,JPY,86368750603.35138,Nikkei 225
1721.T,COMSYS Holdings Corporation,380089401344.0,13.402233,0.0343,Industrials,Engineering & Construction,JPY,2449661003.763857,Nikkei 225
1925.T,"Daiwa House Industry Co., Ltd.",3048926609408.0,10.426926,0.0332,Real Estate,Real Estate - Development,JPY,19650210166.331528,Nikkei 225
1808.T,HASEKO Corporation,558650032128.0,11.95303,0.044,Consumer Cyclical,Residential Construction,JPY,3600477134.1067286,Nikkei 225
1963.T,JGC Holdings Corporation,315873132544.0,,0.0317,Industrials,Engineering & Construction,JPY,2035789717.3498325,Nikkei 225
1812.T,Kajima Corporation,1291959664640.0,13.107746,0.032899998,Industrials,Engineering & Construction,JPY,8326628413.508636,Nikkei 225
1802.T,Obayashi Corporation,1490559827968.0,14.852122,0.0385,Industrials,Engineering & Construction,JPY,9606598530.342873,Nikkei 225
1928.T,"Sekisui House, Ltd.",2332465037312.0,10.36101,0.036,Consumer Cyclical,Residential Construction,JPY,15032643963.08327,Nikkei 225
1803.T,Shimizu Corporation,953267191808.0,82.64388,0.0256,Industrials,Engineering & Construction,JPY,6143768959.83501,Nikkei 225
1801.T,Taisei Corporation,1159366049792.0,17.089075,0.02,Industrials,Engineering & Construction,JPY,7472067864.088683,Nikkei 225
6857.T,Advantest Corporation,6466278785024.0,47.785206,0.0046,Technology,Semiconductor Equipment & Materials,JPY,41674908385.04769,Nikkei 225
6770.T,"Alps Alpine Co., Ltd.",322875195392.0,,0.038,Technology,Electronic Components,JPY,2080917732.6114979,Nikkei 225
7751.T,Canon Inc.,4786039554048.0,16.594114,0.0301,Technology,Computer Hardware,JPY,30845833681.670536,Nikkei 225
